source_id,slug,order,weight,scene,chapter,part,source_type,source_type_name,source_title,source_year,url_date,source_abstract
darnellWadiElHol2013,,,,1,1,1,article,journal,UCLA Encyclopedia of Egyptology,2013,,,,,,,,,,,,,,,,,,,,,,
