source_id,slug,order,weight,scene,chapter,part,source_type,source_type_name,source_title,source_year,url_date,source_abstarct,copyright,how-Published,attribution_source,attribution_license,generation_model,generation_date,generation_prompt,period,era,epoch,milestone,sort_year,display_year,circa,end_year,lat,lng,approx,label_past,label_current
darnellWadiElHol2013,,,,1,1,1,article,journal,UCLA Encyclopedia of Egyptology,,,,,,,,,,,,,,,,,,,,,,,
